MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
HAZGOF04_clean_h.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZGOF05_clean_h.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZGOF06_clean_h.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZGOF07_clean_h.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZGOF08_clean_h.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZGOF_clean.cif,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,8.333333333,6,0.24,0.8256,0
HAZNED_clean.cif,56,96,16,0,0,16,0,0,8,0,0,0,0,0,0,0, Cd,57,8.333333333,4.5,0.298245614,0.964210526,0.444444444
HAZNIH_clean.cif,56,96,16,0,0,16,0,0,8,0,0,0,0,0,0,0, Cd,57,8.333333333,4.5,0.298245614,0.964210526,0.444444444
HAZNON_clean.cif,28,48,8,0,0,8,0,0,4,0,0,0,0,0,0,0, Cd,29,8.333333333,4.5,0.298245614,0.964210526,0.444444444
HAZSIL_clean.cif,36,28,8,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,9,28.57142857,3,0.285714286,0.954285714,0.333333333
HAZWIP_clean.cif,32,48,32,0,0,0,0,4,0,0,0,0,4,0,0,0, CuNi,25,16.66666667,0,0.266666667,0.810666667,0
HEBJAB_clean.cif,58,64,8,0,0,0,0,0,0,3,0,0,0,0,0,0, Co,34,4.6875,4.666666667,0.149659864,0.493061224,0.571428571
HEBKEG_clean.cif,44,36,8,0,4,0,0,0,4,0,0,0,0,0,0,0, Cd,11,11.11111111,3,0.222222222,0.724444444,0.666666667
HEBNIN_clean.cif,40,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,-3,62.5,5.6,0.405797101,1.395942029,0
HEBNOT_clean.cif,36,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,-1,75,4.666666667,0.411764706,1.416470588,0
HEBPUB_charged.cif,132,84,12,0,0,0,18,0,0,0,0,0,0,0,0,0, Zn,16,21.42857143,4,0.245614035,0.830877193,0.166666667
HEBTAL_clean.cif,24,48,0,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,37,8.333333333,4,0.173913043,0.59826087,0
HEBTEP_clean.cif,24,48,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,37,8.333333333,4,0.173913043,0.59826087,0
HEDBEZ_clean.cif,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28,16.66666667,4.8,0.369230769,1.270153846,0
HEDBID_clean.cif,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28,16.66666667,4.8,0.369230769,1.270153846,0
HEDBOJ_clean.cif,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,49,25,4.333333333,0.464285714,1.597142857,0
HEDBUP_clean.cif,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,49,25,4.333333333,0.464285714,1.597142857,0
HEDCAW_clean.cif,64,112,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,81,7.142857143,5,0.178571429,0.614285714,0
HEDCEA_clean.cif,96,152,8,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,103,5.263157895,5,0.157894737,0.532631579,0.2
HEDCIE_clean.cif,80,132,4,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,92,6.060606061,5,0.166666667,0.567272727,0.1
HEDGUS_clean.cif,16,32,12,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,22,12.5,4,0.35,1.144,0.75
HEDTER_clean.cif,136,164,16,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,93,2.43902439,4,0.095238095,0.308571429,1
HEFDED_clean.cif,510,444,204,0,0,0,0,0,0,0,24,0,0,0,12,0, MnMo,139,8.108108108,0.166666667,0.175,0.534,34
HEFDIH_clean.cif,126,111,51,0,0,0,0,0,0,0,6,0,0,0,3,0, MnMo,36.25,8.108108108,0,0.171717172,0.522020202,0
HEFDON_clean.cif,64,104,8,0,2,0,0,0,6,0,0,0,0,0,0,0, Cd,70,7.692307692,3,0.161904762,0.539047619,0.333333333
HEFFAB_charged.cif,114,196,14,0,4,0,0,0,6,0,8,0,0,0,0,0, CdMn,134.5,7.142857143,4,0.185929648,0.622713568,0.25
HEFFEF_clean.cif,64,104,8,0,2,0,0,0,6,0,0,0,0,0,0,0, Cd,70,7.692307692,3,0.161904762,0.539047619,0.333333333
HEFVAR_clean.cif,80,120,20,0,8,0,0,10,0,0,0,0,0,0,0,0, Cu,72,11.66666667,3.142857143,0.251748252,0.83020979,0.454545455
HEGCEB_clean.cif,24,14,14,0,0,0,0,0,2,0,0,0,2,0,0,0, CdNi,-0.5,28.57142857,0,0.25,0.76,0
HEGJUZ_clean.cif,128,208,8,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,143,5.769230769,4,0.138613861,0.468910891,0.166666667
HEGNAJ_clean.cif,234,72,54,0,0,0,0,0,0,9,0,0,0,0,0,0, Co,-57.5,50,4,0.34375,1.145,0.375
HEGNEN_clean.cif,198,72,54,0,0,0,0,0,0,0,0,0,0,9,0,0, Fe,-39.5,50,4,0.366666667,1.221333333,0.375
HEGNIR_clean.cif,234,72,54,0,0,0,0,0,0,0,9,0,0,0,0,0, Mn,-57.5,50,4,0.34375,1.145,0.375
HEGNOX_clean.cif,234,72,54,0,0,0,9,0,0,0,0,0,0,0,0,0, Zn,-57.5,50,4,0.34375,1.145,0.375
HEGNUD_clean.cif,234,72,54,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-57.5,50,4,0.34375,1.145,0.375
HEGPAL_clean.cif,234,72,54,0,0,0,0,0,0,9,0,0,0,0,0,0, Co,-57.5,50,4,0.34375,1.145,0.375
HEHCOO_clean.cif,132,204,60,0,6,0,0,0,6,6,0,0,0,0,0,0, CdCo,121,5.882352941,2,0.205479452,0.648219178,2.5
HEKTAU_clean.cif,56,88,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,58,4.545454545,2,0.119047619,0.380952381,1.5
HEKTUO01_clean.cif,56,120,0,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,93,10,4,0.203389831,0.699661017,0
HEKTUO_clean.cif,28,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,47,10,4,0.203389831,0.699661017,0
HELCUY_clean.cif,48,48,12,0,0,0,10,0,0,0,0,0,0,0,0,0, Zn,22,20.83333333,4.4,0.345679012,1.159506173,0.272727273
HELDEJ_SL.cif,50,48,18,0,0,0,3,0,0,0,0,0,0,0,0,0, Zn,19.5,6.25,6.666666667,0.273381295,0.888633094,0.9
HELDOT_clean.cif,90,162,0,0,0,0,0,0,0,9,0,0,0,0,0,0, Co,118,5.555555556,4,0.121212121,0.416969697,0
HEMTEZ_clean.cif,64,80,16,0,0,0,0,0,0,0,0,0,12,0,48,0, NiMo,45,75,3.333333333,0.477876106,1.629734513,0.08
HEMVEB_clean.cif,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0, Co,1,0,4,0.666666667,2.293333333,0
HEMVIF_clean.cif,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,-3,0,5,0.625,2.15,0
HENYUV_clean.cif,8,28,4,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,24,14.28571429,4,0.333333333,1.12,0.25
HETDUG_clean.cif,0,144,16,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,141,2.777777778,0,0.097560976,0.296585366,0
HETZOW_clean.cif,64,80,16,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,45,45,1.555555556,0.285714286,0.957460317,0.285714286
HETZUC_charged.cif,64,80,16,0,2,0,0,0,0,4,0,0,0,0,0,0, Co,44,45,2.111111111,0.343065693,1.154744526,0.210526316
HEWFUL_ion_b.cif,60,36,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,4,33.33333333,3,0.133333333,0.445333333,0.333333333
HEXNOO_clean.cif,144,160,48,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,77,5,0,0.133333333,0.405333333,0
HEXNUU_clean.cif,144,160,48,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,77,5,0,0.133333333,0.405333333,0
HEXVEM_clean.cif,120,192,48,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,121,6.25,4,0.228571429,0.740571429,1
HEYBIX_clean.cif,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.692307692,2.423076923,0
HEYFUM_clean.cif,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,1,0,3,0.631578947,2.172631579,0
HEZKIH_clean.cif,48,80,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,57,10,5,0.227272727,0.781818182,0
HEZNUW_clean.cif,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,-3,0,5,0.606060606,2.084848485,0
HEZPIL01_clean.cif,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-3,0,3.333333333,0.588235294,2.023529412,0
HEZSAG_clean.cif,48,40,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,15,20,4,0.294117647,0.988235294,0.25
HEZSEK_clean.cif,48,40,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,15,20,4,0.294117647,0.988235294,0.25
HGCNCO_clean.cif,0,16,16,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,13,50,0,0.285714286,0.868571429,0
HIBGEF_clean.cif,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,50,4,0.444444444,1.528888889,0
HIBGIJ_clean.cif,24,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,13,50,4,0.444444444,1.528888889,0
HIBQUE_clean.cif,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4, In,5,100,8,0.695652174,2.393043478,0
HICGEG_clean.cif,288,288,160,0,0,0,40,0,0,0,0,0,0,0,0,0, Zn,105,13.88888889,0,0.206185567,0.626804124,0
HICVOG_clean.cif,36,76,28,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,52,10.52631579,3,0.302325581,0.974883721,1.166666667
HICVUM_clean.cif,36,76,28,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,52,10.52631579,3,0.302325581,0.974883721,1.166666667
HICWIB_clean.cif,16,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,9,125,2.8,0.518518519,1.783703704,0
HICZAW_clean.cif,80,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,97,5.882352941,9,0.243243243,0.836756757,0
HICZEA_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,5.555555556,8,0.216216216,0.743783784,0
HICZIE_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,5.555555556,8,0.216216216,0.743783784,0
HIDBIH_clean.cif,72,112,48,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,65,7.142857143,2,0.25,0.785,3
HIDBON_clean.cif,36,56,24,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,33,7.142857143,2,0.25,0.785,3
HIDCUU_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,5.555555556,8,0.216216216,0.743783784,0
HIDDAB_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,5.555555556,8,0.216216216,0.743783784,0
HIDMEO_clean.cif,30,54,2,0,0,0,3,0,0,0,0,0,0,0,0,0, Zn,39.5,5.555555556,5.333333333,0.171428571,0.582095238,0.125
HIFGEK_clean.cif,216,188,76,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,62,17.0212766,0,0.139705882,0.424705882,0
HIFGIO_SL.cif,34,44,0,0,0,0,3,0,0,0,0,0,0,0,0,0, Zn,28,6.818181818,3.333333333,0.10989011,0.378021978,0
HIFTOG01_clean.cif,24,48,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,37,16.66666667,3.25,0.245283019,0.843773585,0
HIFTOG02_clean.cif,48,96,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,73,16.66666667,3.25,0.245283019,0.843773585,0
HIFTOG_clean.cif,48,96,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,73,16.66666667,3.25,0.245283019,0.843773585,0
HIFTUM_clean.cif,104,60,42,0,0,0,0,0,0,0,0,0,6,4,0,0, NiFe,-1.5,16.66666667,0,0.194444444,0.591111111,0
HIFVOI_clean.cif,96,96,64,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,33,16.66666667,0,0.235294118,0.715294118,0
HIFVUO01_clean.cif,36,36,24,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,13,16.66666667,0,0.235294118,0.715294118,0
HIFWAV_clean.cif,120,120,80,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,41,16.66666667,0,0.235294118,0.715294118,0
HIFZAY_charged.cif,72,96,48,48,0,0,0,6,0,0,0,0,0,0,0,0, Cu,25,6.25,0,0.340425532,1.194893617,0
HIGRIA_clean.cif,36,72,36,0,0,0,8,0,0,2,0,0,0,0,0,0, ZnCo,46,13.88888889,0,0.233766234,0.710649351,0
HIHFOV_clean.cif,52,72,16,0,0,0,0,0,0,0,0,0,2,0,0,0, Ni,43,2.777777778,0,0.112676056,0.342535211,0
HIHFUB_clean.cif,128,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,161,3.571428571,8,0.148148148,0.50962963,0
HIHGAI_clean.cif,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,121,4.761904762,6,0.147239264,0.506503067,0
HIHGEM_manual.cif,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,16,9.523809524,3,0.054545455,0.187636364,0
HIHGIQ_clean.cif,136,180,8,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,111,4.444444444,6,0.147368421,0.498526316,0.166666667
HIHGUC_clean.cif,104,132,0,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,81,3.03030303,12,0.166666667,0.573333333,0
HIJMEU_clean.cif,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0, MnMo,1,0,4,0.717948718,2.46974359,0
HIJSOK_clean.cif,80,144,112,0,0,0,0,0,0,16,0,0,0,0,0,0, Co,77,11.11111111,0,0.318181818,0.967272727,0
HILJUJ_clean.cif,24,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,43,14.28571429,6,0.378378378,1.28,0.166666667
HIMSAY_clean.cif,32,68,20,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,48,2.941176471,0,0.163934426,0.498360656,0
HIQKID_clean.cif,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,39,25,6.666666667,0.5,1.72,0
HIQNAY_clean.cif,80,116,12,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,74,10.34482759,2.666666667,0.174603175,0.581587302,0.375
HIQNIG_clean.cif,72,96,12,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,58,4.166666667,4,0.14,0.4576,0.75
HIQNUS_clean.cif,64,96,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,63,4.166666667,8,0.196078431,0.658823529,0.25
HIQWOV_clean.cif,192,384,0,0,0,0,0,0,24,0,0,0,0,0,0,0, Cd,289,10.41666667,4.8,0.237623762,0.817425743,0
HISGAT_clean.cif,72,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,77,14.28571429,3.25,0.2,0.688,0
HISGIB_clean.cif,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,21,7.142857143,6,0.2,0.688,0
HISJAW_clean.cif,156,216,0,0,0,0,0,0,0,28,0,0,0,0,0,0, Co,139,12.96296296,4.714285714,0.248120301,0.853533835,0
HISJIE_clean.cif,152,216,0,0,0,0,0,0,0,20,0,0,0,0,0,0, Co,141,9.259259259,4.8,0.198347107,0.68231405,0
HISSIN_clean.cif,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,93,6.666666667,6,0.206896552,0.711724138,0
HITXUE_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,4,0.666666667,2.293333333,0
HIVQAG_clean.cif,32,48,8,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,31,8.333333333,4,0.222222222,0.734814815,0.5
HIWKEE_clean.cif,32,64,48,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,37,18.75,0,0.307692308,0.935384615,0
HIWKII_clean.cif,8,24,20,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,16,25,0.666666667,0.387096774,1.202580645,5
HIWLEG_clean.cif,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,-5,0,4.5,0.529411765,1.821176471,0
HIWLIK_clean.cif,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.52173913,1.794782609,0
HIWLOO_clean_h.cif,24,30,6,0,0,0,0,0,0,0,0,0,0,0,0,4, In,17.5,13.33333333,6,0.319148936,1.072340426,0.25
HIWLOQ_clean.cif,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.52173913,1.794782609,0
HIWLUW_clean.cif,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,-3,0,4,0.52173913,1.794782609,0
HIWMAD_clean.cif,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-9,0,6.333333333,0.575757576,1.980606061,0
HIWXER01_SL.cif,16,16,72,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,-9,125,0.8,0.628571429,1.956571429,4.5
HIWXER_clean.cif,8,8,36,0,0,0,10,0,0,0,0,0,0,0,0,0, Zn,-4,125,0.8,0.628571429,1.956571429,4.5
HIXDOH01_manual.cif,14,16,8,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,8,25,1,0.260869565,0.827826087,2
HIXDOH_clean.cif,0,16,4,10,0,0,0,1,0,0,0,0,0,0,0,0, Cu,11,12.5,0,0.4375,1.62375,0
HIYBUN_clean.cif,48,72,24,0,0,12,6,0,0,0,0,0,0,0,0,0, Zn,37,8.333333333,0,0.222222222,0.66962963,0
HIYGIH_clean.cif,96,240,80,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,173,10,4,0.328358209,1.069850746,0.833333333
HIYLUY_clean.cif,0,160,40,0,0,0,0,0,0,0,0,0,0,0,0,0, ,151,25,4,0.5,1.68,0.25
HIYMAF_clean.cif,0,160,40,0,0,0,0,0,0,0,0,0,0,0,0,0, ,151,25,4,0.5,1.68,0.25
HIYMEJ_clean.cif,0,160,40,0,0,0,0,0,0,0,0,0,0,0,0,0, ,151,25,4,0.5,1.68,0.25
HIYYEU_clean.cif,144,80,32,0,0,0,0,0,0,0,0,0,4,0,2,0, NiMo,1,7.5,0,0.122137405,0.37129771,0
HIYZEV01_clean.cif,16,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,25,12.5,4,0.235294118,0.809411765,0
HIYZEV_clean.cif,16,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,29,11.11111111,5,0.263157895,0.905263158,0
HIZQEN01_clean.cif,8,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0, Cd,13,12.5,4,0.235294118,0.809411765,0
HIZQEN_clean.cif,8,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0, Cd,13,12.5,4,0.235294118,0.809411765,0
HIZQUD_clean.cif,24,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,37,12.5,4,0.235294118,0.809411765,0
HIZSEQ_clean.cif,76,84,8,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,45,9.523809524,4.5,0.20754717,0.698867925,0.222222222
HIZTUG_clean.cif,240,440,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,321,3.636363636,6,0.121212121,0.416969697,0
HOBBEF_clean.cif,72,48,24,0,0,0,0,0,0,0,0,4,0,0,0,0, Ag,7,8.333333333,0,0.162162162,0.492972973,0
HOBGAH_clean.cif,88,96,16,0,0,0,0,0,0,0,0,0,8,0,0,0, Ni,49,8.333333333,4,0.2,0.661333333,0.5
HOBGEL_clean.cif,42,46,10,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,23.5,8.695652174,4,0.220338983,0.724067797,0.625
HOBGIP_clean.cif,36,36,12,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,16,11.11111111,4,0.269230769,0.88,0.75
HOBGOV_clean.cif,40,40,8,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,19,10,4,0.222222222,0.734814815,0.5
HOCDIO_clean.cif,8,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,5,50,7,0.538461538,1.852307692,0
HOCDOU_clean.cif,2,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0, Mn,10,50,5.2,0.577777778,1.987555556,0
HODWUS_clean.cif,52,36,16,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,7,16.66666667,0,0.145454545,0.442181818,0
HOFJIX_clean.cif,192,304,24,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,203,5.263157895,5,0.168831169,0.565194805,0.3
HOFMAS_clean.cif,136,136,40,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,59,5.882352941,4,0.204545455,0.658181818,1.25
HOFSOL_clean.cif,32,32,16,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,13,12.5,0,0.19047619,0.579047619,0
HOFSUS_clean.cif,20,40,12,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,28,10,4,0.304347826,0.994782609,0.75
HOGJET_clean.cif,96,192,22,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,139.5,12.5,4.5,0.294117647,0.991855204,0.203703704
HOGJIX_clean.cif,36,96,12,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,76,12.5,4,0.294117647,0.988235294,0.25
HOGJOD_clean.cif,104,272,32,56,0,0,0,0,0,0,0,0,0,0,0,0, ,185,5.882352941,4,0.275362319,0.97884058,0.5
HOGJUK_clean.cif,0,72,0,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,73,27.77777778,7.2,0.610169492,2.098983051,0
HOGLEV01_clean.cif,48,102,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,79,11.76470588,4,0.228571429,0.786285714,0
HOGLEV_clean.cif,192,408,0,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,313,11.76470588,4,0.228571429,0.786285714,0
HOGPUQ_clean.cif,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,69,10,8,0.363636364,1.250909091,0
HOGQAX_clean.cif,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,69,10,8,0.363636364,1.250909091,0
HOGQEB_clean.cif,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,69,10,8,0.363636364,1.250909091,0
HOGQIF_clean.cif,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,34,4.545454545,8,0.19047619,0.655238095,0
HOGSIG_clean.cif,24,36,12,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,22,11.11111111,3,0.272727273,0.883636364,1
HOGTOM_clean.cif,0,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,46,20.83333333,4.8,0.508474576,1.708474576,0.25
HOHJAR_clean.cif,32,48,8,0,0,0,0,0,0,0,0,0,0,4,0,0, Fe,31,8.333333333,4.5,0.236363636,0.784,0.444444444
HOHMEX_manual.cif,96,160,8,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,111,5,5,0.153846154,0.518974359,0.2
HOJHUL_clean.cif,68,84,12,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,48,4.761904762,6,0.1875,0.62,0.5
HOJJUN_clean.cif,72,234,72,0,0,0,0,18,0,0,0,0,0,0,0,0, Cu,181,7.692307692,5,0.310344828,1.012413793,0.8
HOJLEY_clean.cif,64,52,8,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,19,7.692307692,4,0.166666667,0.551111111,0.5
HOJLID_clean.cif,172,220,12,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,132,3.636363636,4,0.099099099,0.33009009,0.375
HOJLUP_clean.cif,172,220,28,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,128,3.636363636,4,0.130434783,0.424347826,0.875
HOJNIF_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJNOL_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJNUR01_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJNUR_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJPAZ_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJPED_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOJPIH_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,8.333333333,6,0.24,0.8256,0
HOKGUJ_clean.cif,56,72,32,0,0,0,0,0,0,16,0,0,0,0,0,0, Co,37,22.22222222,2,0.307692308,0.996923077,1
HOKLIE_clean.cif,172,348,16,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,259,6.896551724,5,0.2,0.678588235,0.133333333
HOLQIK_clean.cif,192,360,24,0,0,0,32,0,0,0,0,0,0,0,0,0, Zn,259,8.888888889,4,0.206521739,0.697391304,0.1875
HOMRIL_clean.cif,96,64,48,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,5,6.25,0,0.226415094,0.688301887,0
HOMXIR_manual.cif,141,264,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,194.5,9.090909091,3.25,0.153846154,0.529230769,0
HOMZEP_clean.cif,36,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,91,22.22222222,4.083333333,0.368421053,1.267368421,0
HONXAL_clean.cif,336,480,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,313,3.333333333,4.25,0.074235808,0.255371179,0
HOPHUP_clean.cif,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,5,100,3.5,0.538461538,1.852307692,0
HOPYEQ01_clean.cif,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,1,0,4,0.666666667,2.293333333,0
HOPYEQ_clean.cif,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,0,0,4,0.64,2.2016,0
HOQMIL01_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
HOQMIL02_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
HOQMIL03_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
