MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
UKEXEP_clean.cif,32,128,16,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,109,9.375,8,0.394366197,1.334084507,0.166666667
UKIQIP_clean.cif,42,90,0,0,0,0,0,0,0,0,9,0,0,0,0,0, Mn,70,10,4,0.203389831,0.699661017,0
UKIQOV_clean.cif,84,180,0,0,0,0,0,12,0,6,0,0,0,0,0,0, CuCo,139,10,4,0.203389831,0.699661017,0
UKIQUB_clean.cif,132,228,0,0,0,0,0,12,0,0,0,0,0,6,0,0, CuFe,163,7.894736842,4.111111111,0.163716814,0.563185841,0
UKOLOV_clean.cif,192,336,16,0,0,0,64,0,0,0,0,0,0,0,0,0, Zn,237,19.04761905,3.125,0.267326733,0.911683168,0.08
UKOZOK_clean.cif,96,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,97,16.66666667,7,0.388888889,1.337777778,0
UKOZOL_clean.cif,144,148,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,76,4.054054054,6.666666667,0.128654971,0.437894737,0.1
UKUBIM_clean.cif,104,100,16,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,45,4,4,0.129032258,0.418064516,1
UKUBOS_clean.cif,104,100,16,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,45,4,4,0.129032258,0.418064516,1
UKUBUY_clean.cif,104,100,16,0,0,0,0,0,0,0,0,0,0,4,0,0, Fe,45,4,4,0.129032258,0.418064516,1
UKUCAF_clean.cif,104,100,16,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,45,4,4,0.129032258,0.418064516,1
UKUDEL_clean.cif,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,193,12.5,5.333333333,0.372093023,1.28,0
UKULOB01_clean.cif,16,32,24,0,0,0,0,0,0,0,0,8,0,4,0,0, AgFe,19,37.5,0,0.285714286,0.868571429,0
UKULOB_clean.cif,16,32,24,0,0,0,0,0,0,0,0,8,0,4,0,0, AgFe,19,37.5,0,0.285714286,0.868571429,0
UKUMAO01_clean.cif,16,32,24,0,0,0,0,0,0,0,0,0,0,4,0,0, Fe,19,37.5,0,0.285714286,0.868571429,0
UKUMAO_clean.cif,16,32,24,0,0,0,0,0,0,0,0,0,0,4,0,0, Fe,19,37.5,0,0.285714286,0.868571429,0
UKUPEX_clean.cif,42,112,0,0,0,0,0,0,0,0,7,0,0,0,0,0, Mn,92,6.25,6,0.206896552,0.711724138,0
UKUPIB_clean.cif,42,112,0,0,0,0,0,0,0,0,7,0,0,0,0,0, Mn,92,6.25,6,0.206896552,0.711724138,0
UKUPUL_clean.cif,64,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-3,112.5,2,0.372881356,1.25559322,0.222222222
UKUTEB_clean.cif,84,136,8,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,93,5.882352941,4.5,0.15942029,0.536811594,0.222222222
ULAQAB_clean.cif,108,144,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,91,2.777777778,12,0.157894737,0.543157895,0
ULAQEF_clean.cif,112,144,0,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,89,2.777777778,12,0.155844156,0.536103896,0
ULASAD_clean.cif,20,48,28,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,32,20.83333333,0,0.264150943,0.803018868,0
ULEGOH_clean.cif,1440,1344,96,0,0,0,0,96,0,0,0,0,0,0,0,0, Cu,601,7.142857143,3,0.117647059,0.392941176,0.333333333
ULEHEA_clean.cif,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,35,10,8,0.363636364,1.250909091,0
ULEPIM_clean.cif,144,204,12,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,130,2.941176471,6,0.119402985,0.39880597,0.333333333
ULILEI_clean.cif,192,256,128,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,129,3.125,1,0.22972973,0.703783784,16
ULIMIN_clean.cif,168,184,64,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,85,6.52173913,5.333333333,0.260162602,0.842926829,1
ULOGAE_clean.cif,48,144,0,0,0,0,0,0,24,0,0,0,0,0,0,0, Cd,121,16.66666667,4,0.307692308,1.058461538,0
ULOGIL_clean.cif,6,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0, Cd,16,16.66666667,4,0.307692308,1.058461538,0
ULOJUC01_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,125,8.333333333,0,0.139534884,0.424186047,0
ULOJUC_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,137,8.333333333,0,0.144578313,0.439518072,0
ULOKAJ_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,145,8.333333333,0,0.148148148,0.45037037,0
ULOKEN_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,141,8.333333333,0,0.146341463,0.444878049,0
ULOKOX_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,141,8.333333333,0,0.146341463,0.444878049,0
ULOKUD01_clean.cif,192,288,96,0,0,0,32,0,0,0,0,0,0,0,0,0, Zn,125,11.11111111,0,0.137931034,0.419310345,0
ULOKUD_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,133,8.333333333,0,0.142857143,0.434285714,0
ULOLAK_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,141,8.333333333,0,0.146341463,0.444878049,0
ULOLEO_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,145,8.333333333,0,0.148148148,0.45037037,0
ULOLIS_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,145,8.333333333,0,0.148148148,0.45037037,0
ULOLUE_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,137,8.333333333,0,0.144578313,0.439518072,0
